test_id,test_name,attr_id,attr_name,unique
10690,PLC/Unit,13481.0,Blood Group :,"['""A""']"
10690,PLC/Unit,13482.0,Rh Type :,['Positive']
10690,PLC/Unit,13484.0,Donor Name :,['Bithi Khan']
10690,PLC/Unit,13485.0,Age :,['39 Yrs']
10690,PLC/Unit,13486.0,Gender :,['Female']
10690,PLC/Unit,13487.0,Blood Component :,['Platelet Concentrate']
10690,PLC/Unit,13488.0,Cross Match with donor :,['Compatible']
10690,PLC/Unit,13490.0,1. HBsAg,['Negative']
10690,PLC/Unit,13491.0,2. Anti HCV,['Negative']
10690,PLC/Unit,13492.0,3. HIV I & II,['Negative']
10690,PLC/Unit,13493.0,4. Syphilis (VDRL),['Non Reactive']
10690,PLC/Unit,13494.0,5. Malarial Parasite (ICT),['Negative']
10693,FBG - Fasting blood glucose,13499.0,Default,['Nil' 'N/S']
10693,FBG - Fasting blood glucose,13500.0,Corresponding urine sugar,['N/S' '(+++)' 'Nil' '(+)' 'NIl' '(++)' 'Trace' '(++++)' 'N/s']
10695,Blood glucose 2H post meal,13505.0,Corresponding Urine Suger,['N/S' 'Nil' '(+++)' '(++)' '(+)' 'N/s' 'Trace']
10695,Blood glucose 2H post meal,13506.0,Blood glucose level,['N/S' '(+++)']
10701,FDP (Fibrin Degradation Product),13512.0,FDP,['> 150.0']
10702,HSV 1 & 2 IgM,13513.0,HSV 1 & 2 IgM,['Positive']
10703,Chlamydia antibody,13514.0,Serum Chlamydia Trachomatis IgG,['Negative' 'Positive']
10705,Rubella IgM,13518.0,Rubella IgM,['Negative']
10715,WRCC/Unit,13530.0,Unit :,['1 Unit (150 ml)']
10715,WRCC/Unit,13532.0,Blood Group :,"['""O""']"
10715,WRCC/Unit,13533.0,Rh Type :,['Positive']
10715,WRCC/Unit,13535.0,Donor Name :,['Md. Nurnobi']
10715,WRCC/Unit,13536.0,Age :,['20 Yrs']
10715,WRCC/Unit,13537.0,Gender :,['Male']
10715,WRCC/Unit,13538.0,Blood Component :,['PRBC']
10715,WRCC/Unit,13539.0,Cross Match with donor :,['Compatible']
10715,WRCC/Unit,13541.0,1. HBsAg,['Negative']
10715,WRCC/Unit,13542.0,2. Anti HCV,['Negative']
10715,WRCC/Unit,13543.0,3. HIV I & II,['Negative']
10715,WRCC/Unit,13544.0,4. Syphilis (VDRL),['Non Reactive']
10715,WRCC/Unit,13545.0,5. Malarial Parasite (ICT),['Negative']
10724,Anti-Thyroid Antibody,13556.0,Anti-Thyroid Peroxidase,['> 2000.00']
10736,Tracheal Aspirate for Gram Stain,13615.0,Default,"['Few Gram positive cocci seen.' 'No microorganism seen.'
 'Few Gram negative bacilli seen.'
 'Moderate number of Gram negative bacilli seen.'
 'Few Gram positive cocci and Gram negative bacilli seen.'
 'Moderate number of Gram positive cocci and Gram negative bacilli seen.\nBudding yeast (++).'
 '(+)' 'Profuse Gram negative bacilli seen.'
 'Moderate number of Gram positive cocci seen.\nBudding yeast (+).'
 'Moderate number of Gram positive cocci and Gram negative bacilli seen.\nBudding yeast  with pseudohyphae (+).'
 'Few Gram positive cocci seen.\nBudding yeast with pseudohyphae-(++).'
 'Budding yeast (++)' 'Budding yeast (+++).'
 'Moderate number of  Gram negative bacilli seen.']"
10736,Tracheal Aspirate for Gram Stain,13616.0,Gram Stain,"['Few Gram negative bacilli seen.' 'No microorganism seen.'
 'Moderate number of Gram negative bacilli seen.' 'Budding yeast (+).'
 'Budding yeast with pseudohyphae (++).'
 'Moderate number of Gram positive cocci seen.' 'Budding yeast (++).'
 '(+)']"
10737,Tracheal Aspirate for AFB,13618.0,AFB,['Not found']
10752,Prostatic Smear for Gram Stain,13644.0,Gram Stain,"['Few Gram positive cocci seen.' 'No microorganism seen.'
 'Few Gram negative bacilli seen.']"
10763,Platelet Apheresis,13680.0,Unit :,['1 Unit' '01 Unit' '100 ML' '01 unit']
10763,Platelet Apheresis,13682.0,Blood Group :,"['""A""' '""B""' '""AB""' '""O""' ""''B''""]"
10763,Platelet Apheresis,13683.0,Rh Type :,['Positive']
10763,Platelet Apheresis,13685.0,Donor Name :,"['Mazharul Islam' 'Md Azim Uddin' 'Jehad Hossain' 'Ibrahim'
 'Md Shafiul Islam' 'Nure Ahmed Siddiqe' 'Md Shamim' 'Al-Amin Patwary'
 'Apon' 'Mosarof' 'Salahuddin Ahmed' 'Md Sakilar Rahman'
 'Hazrat Ali Sumon' 'Rasel' 'Taiyabur Rahman' 'Uzzal' 'Yousuf'
 'Shahabuddin' 'Fahim' 'Mohin Safa' 'Kazi Azim Rana'
 'Dr. Partha Pritom Saha' 'Nur Uddin Juel' 'Mahmudul Hassan'
 'Md Naim Islam' 'Abdul Baki' 'Md Murammal Haque' 'A.S.M Salahuddin'
 'Md.Masfiqur Rahman' 'Saidul Islam' 'Sujon' 'Rahul'
 'Tosbih Hasniam Athoy' 'Dr. Din Islam' 'Dr.Amranul Islam' 'Dhan Babu'
 'Shohag' 'Alhaj Khandokar' 'Tanjib Ahmed' 'Md. Atiqur Rahman'
 'Imran Khan' 'Ashraf' 'Alif Rahman']"
10763,Platelet Apheresis,13686.0,Age :,"['26 Yrs' '42 Yrs' '20 Yrs' '34 Yrs' '32 Yrs' '35 Yrs' '40 Yrs' '23 Yrs'
 '25 Yrs' '30. Yrs' '33 Yrs' '21 Yrs' '38 Yrs' '30 Yrs' '00 Yrs' '24 Yrs'
 '28 Yrs' '22 Yrs' '31 Yrs' '49 Yrs']"
10763,Platelet Apheresis,13687.0,Cross Match with donor :,['Compatible' 'Incompatible']
10763,Platelet Apheresis,13689.0,1. HBsAg,['Negative' 'Nagetive']
10763,Platelet Apheresis,13690.0,2. Anti HCV,['Negative' 'Nagetive']
10763,Platelet Apheresis,13691.0,3. HIV I & II,['Negative' 'Nagetive']
10763,Platelet Apheresis,13692.0,4. Syphilis (VDRL),['Non Reactive']
10763,Platelet Apheresis,13693.0,5. Malarial Parasite (ICT),['Negative' 'Nagetive']
10763,Platelet Apheresis,13694.0,Blood Bag No :,"['AP-139' 'AP-118' 'AP-112(2)' 'AP-114' 'AP 180' 'AP-185' 'AP 184'
 'AP-193' 'AP-58' 'AP-95 (1)' 'Ap-96' 'AP 52' 'AP-59' 'AP-51' 'AP-09'
 'AP 02' 'AP-218' 'AP-206' 'AP - 61' 'AP - 65' 'AP 53' 'AP-88' 'AP-133'
 'AP144' 'AP-196' 'AP-79' 'AP-36 (1)' 'AP-48' 'AP-05' 'AP-56(2)'
 'AP-83 (2)' 'AP 86' 'AP 87' 'AP-90 (1)' 'AP-91 (1)' 'AP-92' 'AP-90'
 'AP-125 (2)' 'AP-129 (2)' 'Ap-128' 'AP-14' 'AP 08' 'AP 11']"
10763,Platelet Apheresis,13695.0,Gender :,['Male']
10763,Platelet Apheresis,13696.0,Blood Component :,['Platelet Apheresis' 'Whole Blood' 'Platelet  Apheresis']
10779,Pericardial Fluid for AFB,13715.0,AFB,['Not found']
10782,Stock FFP,13719.0,Unit :,['1 Unit' '01 Unit' '1 Unit (120ml)']
10782,Stock FFP,13721.0,Blood Group :,"['""A""' '""O""' '""B""' '""AB""' ""''O''"" ""''B''""]"
10782,Stock FFP,13722.0,Rh Type :,['Positive']
10782,Stock FFP,13723.0,Donor information :,['Stock' 'stock' 'Stock FFP' 'Stock FFP 3654' 'Stock FFP 3616' 'Srock']
10782,Stock FFP,13724.0,Donor Name :,"['Habibur Rahman' 'Shoriful Alom' 'Md Tanimur Rhaman' 'Md Masud Rana'
 'Jahangir Hossain' 'Stock FFP']"
10782,Stock FFP,13725.0,Age :,['00 Yrs' '32 Yrs' '37 Yrs' '28 Yrs' '35 Yrs' '41 Yrs']
10782,Stock FFP,13726.0,Gender :,['Male']
10782,Stock FFP,13727.0,Blood Component :,['FFP' 'Whole Blood']
10782,Stock FFP,13728.0,Cross Match with donor :,['Compatible' 'Incompatible']
10782,Stock FFP,13730.0,1. HBsAg,['Negative']
10782,Stock FFP,13731.0,2. Anti HCV,['Negative']
10782,Stock FFP,13732.0,3. HIV I & II,['Negative' '\\Negative']
10782,Stock FFP,13733.0,4. Syphilis (VDRL),['Non Reactive' 'Non-Reactive']
10782,Stock FFP,13734.0,5. Malarial Parasite (ICT),['Negative']
10785,Coomb's test(DAT+IAT),13738.0,Direct Coomb's test,['Negative']
10785,Coomb's test(DAT+IAT),13739.0,Indirect Coomb's test,['Negative']
10788,Serum Phenytoin Level,13746.0,A/G Ratio,['0.91:1']
10791,Glucose 2hrs After Lunch Plasma,13751.0,Corresponding Urine Suger,['N/S']
10793,Grouping+ICT+Cross Matching + Screening,13770.0,Unit :,['01 Unit' '100 ML']
10793,Grouping+ICT+Cross Matching + Screening,13772.0,Blood Group :,"['""B""' ""''B''"" '""O""' '""AB""' '""A""' ""''O''"" ""''A''"" ""''AB''"" '\'\'A""' '""B"":']"
10793,Grouping+ICT+Cross Matching + Screening,13773.0,Rh Type :,['Positive' 'Negative']
10793,Grouping+ICT+Cross Matching + Screening,13775.0,Donor Name :,"['Martuza Sarwar' 'Sahedul Hasan' 'Rafsn' 'Abdullah' 'Md.Mohibullah'
 'Nzsiv Ahmed' 'Md. Moniruzzaman' 'Sujaun Rahman' 'Mr.Jewel'
 'Sakhwat Hossain' 'Tasmia Jebin Lubna' 'Salma Akter' 'Melki Sedekhasda'
 'Emon' 'Al Amin' 'Humaun Rashid' 'AFFEF ZUBAER ZAMAN'
 'Shamsur Alam Rifat' 'Md.Abu Shahadot' 'Shoinik' 'Mosarraf' 'Asraf'
 'Fahad  Ahmed' 'Md Solaiman' 'Rakib Alom Chowdhry' 'Jahidur Rahman'
 'Tahsin Rahat' 'Md. Jamal Uddin' 'Md Fakrul Islam' 'Sayeedur Rahaman'
 'Dr.Faruk' 'Sayem' 'Sanjida Ahmed' 'Md Hasnain' 'Rajob Ali'
 'Md. Mozammel.' 'Abdullah Al Mamun' 'SK. Jahiruddin' 'Md Farhan'
 'Wahiduzzaman' 'Shohel Samad' 'Md. Arafat hossain' 'Aman Ullah'
 'Pronob Majumder' 'Nurul Amin' 'Shihab Shahriar' 'Tanvir Rahman'
 'MD Bani Yameen' 'Dr. Ayrin Parvin' 'Ahidul Islam' 'Afroza'
 'Md.Ripon Rana' 'Md. Abu Ahsan Juel' 'Md Tariqul Hasan' 'Nasim Mustafa'
 'Md.Reaz Mahmud' 'Md Muminul Islam' 'Muntasir Rahman' 'Kazi Al Amin'
 'Sarwar Ahmed' 'Tahmina Haque' 'Dedarul Islam' 'Hasan Murtuza'
 'Alomgir Magomdar' 'Navid Karim' 'Md Asif' 'Md Ferdous' 'Hasan-Ar-Asif'
 'Amir Khosru Talha' 'Md.Iftekhar Bin Yousuf' 'Shamsul'
 'Istiaq Ahmed Rahat' 'Md. Shamsul Kabir' 'Md.Gias Uddin'
 'Md.Mahbubul Islam' 'Rumman Ahmed' 'Mosaddeque hossain' 'Md Rubel'
 'Md. Sabbir Hossain' 'Md. Ehtesamul Haque' 'Md. Ripon Hossain'
 'Mosarof Hossain' 'Hijbullah' 'Samiul' 'Mahbub Sobhan' 'Shahed Ahmed'
 'Md.Khorsed Alam' 'Md.Mazhzrul Alam' 'Sukkur Ali' 'Md Zahid' 'Md.Omar'
 'Biplop' 'Fahim' 'Jaber Ahmed Anik' 'Rabbi Reza' 'Mahfuz' 'Ruhul Amin'
 'Shagor' 'Md. Azmirul Karim' 'Md. Golam Shahriar' 'Md Riyad' 'DR Tuhin'
 'Md Ibne khalib' 'Rizaul Islam' 'Md Abdul Khaleq' 'Arifur Rahman'
 'Ripon Sikder' 'Joinal Abedin' 'Md Biddut Hossain' 'Mokhlesur Rahman'
 'Minhazur' 'Tonima Rahman' 'Kazi Saiful Haque' 'Md Sadikul Islam'
 'Nahid Sultana' 'Md Hamimul' 'Mainul Islam' 'Mahmudul Hasan'
 'Md Imran Bin Younus' 'Md Naeem' 'Tahmid Al Mamun' 'Md Abdul Hakim'
 'Md.Rakib Haider Badsha' 'Sazzad Hossain' 'Tony mondol'
 'Anowarul Haque Juyel' 'Jashim Uddin' 'Md Al Mamun' 'Hasin Ahmad Zahin'
 'Mir Shakib Ahmed' 'Rajib' 'Mashud Rahman' 'Dr.Tanvir Jaman' 'Md.Shiraj'
 'Shariar-Nazim Rasel' 'Mehedi Hasan' 'Masudur Rahman' 'Khaled Been Azvir'
 'Akteruzzaman' 'Mahmodul Hasan' 'Md.Ashiqul Haque' 'Tanvir Ahmed'
 'Kamol Mohanta' 'Md Abu Sahid' 'Ali Ashraf Siddique'
 'Abu Monsur Al Mamun' 'Abdur Razzak' 'MD.Anwarul Islam' 'Region Mahmud'
 'Md Nazrul Islam Bipu' 'Rahat Khan' 'Md Rasheduzzaman' 'Sabbir']"
10793,Grouping+ICT+Cross Matching + Screening,13776.0,Age :,"['00 Yrs' '28 Yrs' '23Yrs' '29 Yrs' '32 Yrs' '27 Yrs' '26 Yrs' '23 Yrs'
 '35 Yrs' '20 Yrs' '31 Yrs' '44 Yrs' '34 Yrs' '37 Yrs' '19 Yrs' '41 Yrs'
 '38 Yrs' '25 Yrs' '43 Yrs' '30 Yrs' '55 Yrs' '42 Yrs' '24 Yrs' '21 Yrs'
 '45 Yrs' '33 Yrs' '22 Yrs' '49 Yrs' '39 Yrs' '27Yrs' '18 Yrs' '36 Yrs'
 '46 Yrs' '44Yrs' '40 Yrs' '22Yrs']"
10793,Grouping+ICT+Cross Matching + Screening,13777.0,Gender :,['Male' 'Female']
10793,Grouping+ICT+Cross Matching + Screening,13778.0,Blood Component :,"['Whole Blood' 'PRBC' 'FFP' 'PRBC (80 mL)' 'Fresh Frozen Plasma'
 'PRBC (100ml)' 'PRBC(150 ml)' 'PRBC (100Ml)' 'PRBC (100 ML)']"
10793,Grouping+ICT+Cross Matching + Screening,13779.0,Cross Match with donor :,['Compatible' 'Incompatible']
10793,Grouping+ICT+Cross Matching + Screening,13781.0,1. HBsAg,['Negative']
10793,Grouping+ICT+Cross Matching + Screening,13782.0,2. Anti HCV,['Negative']
10793,Grouping+ICT+Cross Matching + Screening,13783.0,3. HIV I & II,['Negative']
10793,Grouping+ICT+Cross Matching + Screening,13784.0,4. Syphilis (VDRL),['Non Reactive']
10793,Grouping+ICT+Cross Matching + Screening,13785.0,5. Malarial Parasite (ICT),['Negative']
10797,Glucose 2hrs After 75gm Glucose Blood,13789.0,Corresponding urine sugar,['N/S']
10797,Glucose 2hrs After 75gm Glucose Blood,13790.0,2 hrs after 75gms of oral glucose,['N/S']
10801,HBs Ag,13799.0,HBs Ag,['Negative' 'Positive']
10806,TPHA (ICT),13935.0,TPHA,['Negative' 'Positive']
10815,BT/CT,13948.0,Bleeding time,"['03 Min 45 Sec' '03 Min 00 Sec' '02 Min 30 Sec' '03 Min 30 Sec'
 '2 Min 30 Sec' '3 min 00 sec' '2 Min 45 Sec' '2 Min 00 Sec'
 '3 Min 30 Sec' '3 Min 00 Sec' '2 min 45 sec' '3 Min 15 Sec'
 '2 min 15 sec' '2:30' '2 min 30 sec' '04 Min 15 Sec' '03 Min 15 Sec'
 '04 Min 30 Sec' '02 Min 45 Sec' '04 Min 00 Sec' '3 min 30 sec'
 '5 Min 30 Sec' '3 Min 45 Sec' '2 Min 15 Sec' '05 Min 30 Sec'
 '4 Min 30 Sec' '3 min 45 sec' '4 Min 00 Sec' '3 Min 0 sec'
 '03 min 00 sec' '04 min 30 sec' '5 min 15 sec' '3 min 15 sec' '3 min'
 '03 min 30 sec' '3 MIn 30 Sec' '03 Min 00 sec' '04 Min 45 Sec'
 '4 Min 15 Sec' '03 Min 10 Sec']"
10815,BT/CT,13949.0,Clotting time,"['08 Min 00 Sec' '07 Min 00 Sec' '06 Min 30 Sec' '08 Min 30 Sec'
 '07 Min 30 Sec' '7 Min 00 Sec' '7 min 00 sec' '8 Min 00 Sec'
 '7 Min 30 Sec' '6 Min 00 Sec' '8 Min 30 Sec' '6 Min 30 Sec'
 '6 min 45 sec' '06 Min 00 Sec' '08 Min 45 Sec' '09 Min 00 Sec'
 '09 Min 20 Sec' '7 min 30 sec' '8 min 00 sec' '9 Min 00 Sec'
 '7 Min 15 Sec' '7Min 00 Sec' '07 Min 45 Sec' '8 min 15 sec'
 '7 min 15 sec' '7 Min 0 sec' '7 min 45 sec' '8 Min 45 Sec'
 '07 min 00 sec' '8 Min 15 Sec' '08 min 00 sec' '9 min 30 sec' '7 min'
 '3 Min 07 Sec' '6 min 30 sec' '8 min 30 sec' '07 Min 15 Sec'
 '7 min  00sec' '07 Min 00 sec' '09 Min 30 Sec' '7 Min 45 Sec'
 '07 Min 40 Sec' '7 Min 45 sec']"
10818,Dengue Antibody IgG,13954.0,Dengue Antibody IgG (ICT),['Negative' 'Positive' 'Weakly Positive' 'Negative.']
10828,Semen Analysis,13967.0,Method of collection,['Masturbation' 'Coitus Interruptus' 'Coitus']
10828,Semen Analysis,13968.0,Date and time of examination,"['05-MAY-19 09:10 pm' '03-MAY-19 09:00 pm' '04-MAY-19 05:25 pm'
 '16-NOV-19 01:20 pm' '03-MAR-20 03:00 pm' '30-JAN-19 06:00 pm'
 '26-JAN-19 11:00 am' '15-MAY-19 12:00 pm' '12-FEB-19 07:00 pm'
 '12-FEB-19 09:00 pm' '05-FEB-19 03:10 pm' '06-DEC-18 04:05'
 '08-DEC-19 01:30 pm' '24-AUG-19 04:40 pm' '09-JAN-19 03:30'
 '09-JAN-19 12:30' '03-NOV-19 08:05 pm' '26-NOV-19 12:00 pm'
 '17-JUL-19 10:00 pm' '19-SEP-19 08:30 pm' '04-JAN-19 08:30 pm'
 '22-DEC-18 02:30' '27-DEC-18 06:15' '20-JAN-20 09:10 pm'
 '30-JAN-20 12:50 pm' '01-FEB-20 03:45 pm' '28-MAR-19 08:20 pm']"
10828,Semen Analysis,13969.0,Marrital Status,['Married']
10828,Semen Analysis,13971.0,Date and time of collection,"['05-MAY-19 08:50 pm' '03-MAY-19 08:30 pm' '04-MAY-19 04:45 pm'
 '16-NOV-19 12:20 pm' '03-MAR-20 02:30 pm' '30-JAN-19 05:15 pm'
 '26-JAN-19 10:30 am' '15-MAY-19 11:18 am' '12-FEB-19 06:25 pm'
 '12-FEB-19 08:25 pm' '05-FEB-19 02:35 pm' '06-DEC-18 03:35'
 '08-DEC-19 12:50 pm' '24-AUG-19 03:55 pm' '09-JAN-19 02:30'
 '09-JAN-19 11:25' '03-NOV-19 07:35 pm' '26-NOV-19 11:35 am'
 '17-JUL-19 09:25 pm' '19-SEP-19 08:00 pm' '04-JAN-19 08:00 pm'
 '22-DEC-18 01:30' '27-DEC-18 05:45' '20-JAN-20 08:38 pm'
 '30-JAN-20 11:50 am' '01-FEB-20 02:45 pm' '28-MAR-19 07:50 pm']"
10828,Semen Analysis,13972.0,Quantity,"['2.0 ml' '02 ml' '03 ml' '4 ml' '3.0 ml' '1.5 ml' '01 ml' '2 ml'
 'Adiquate' '2ml' '05 ml' '2.0ml' '1 ml' 'Adequate' '2.5 ml' '3 ml']"
10828,Semen Analysis,13973.0,Appearance/Color,['Greyish White']
10828,Semen Analysis,13974.0,Reaction,['Alkaline']
10828,Semen Analysis,13975.0,Viscosity,['Normal']
10828,Semen Analysis,13976.0,Liquefaction,"['Complete after 30 min incubation at 37 �C' 'Delayed at 37 �C'
 'Complete after 60 min incubation at 37 �C']"
10828,Semen Analysis,13979.0,Sperm viability,['Normozoospermia']
10828,Semen Analysis,13980.0,Opinion,"['Mild teratozoospermia' 'Normozoospermia' 'Mild teratoasthenozoospermia'
 'Oligozoospermia' 'Oligoasthenozoospermia with inflammation.'
 'Teratoasthenopyospermia' 'Oligoterato-asthenozoospermia' 'Pyospermia'
 'Normospermia' 'Teratozoospermia' 'Oligoospermia.']"
10828,Semen Analysis,13981.0,Sperm clumping,['A few']
10828,Semen Analysis,13987.0,Pus cells,"['2-6' '2-5' 'Nil' '0-2' '5-8' '25-30' 'NIl' '6-10' '0 - 2' '4-8' '(++)'
 '10-15']"
10828,Semen Analysis,13988.0,Epithelial cells,['0-2' '1-3' 'Nil' '1-2' '0 - 2']
10828,Semen Analysis,13989.0,RBC,['1-3' '0-2' 'Nil' '2-6' '2-4' '0-4']
10829,Stool-Occult Blood Test (OBT),13992.0,Occult Blood Test (OBT),['Negative' 'Positive']
10835,Anti-HBc Total,13998.0,Anti-HBc Total,['Negative' 'Positive']
10840,HBs Ab,14005.0,HBs Ab,['Negative']
10842,HBe Ag,14007.0,HBe Ag,['Negative' 'Reactive']
10848,Anti-TB IgA,14014.0,Anti-TB IgA,['210.0 U/ml']
10858,AFB,14024.0,AFB,['Not found']
10861,HSV 1 & 2 IgG,14029.0,HSV 1 & 2 IgG,['Positive' 'Negative']
10869,Glucose 1hr After 75gm Glucose Blood,14084.0,Corresponding urine sugar,['Nil' 'N/S' 'Trace' '(++)' '(+)']
10885,HSV IgG (II),14192.0,Herpes Simplex Virus (II) IgG,['Negative']
10886,HSV IgM (II),14193.0,Herpes Simplex Virus (II) IgM,['Negetive']
10907,Glucose Before Lunch Blood,14251.0,Corresponding urine sugar,['N/S']
10909,RCC/Unit,14271.0,Blood Group :,"['""AB""' '""A""' '""O""' '""B""' ""''O''"" ""''B''""]"
10909,RCC/Unit,14272.0,Rh Type :,['Positive' 'Negative']
10909,RCC/Unit,14273.0,Donor information :,['Stock']
10909,RCC/Unit,14274.0,Donor Name :,"['Md Zillur Rahman' 'Shazia Afrin' 'MD Sultan' 'Md Rashed' 'Md. Sohel'
 'Md.Wazed Ali' 'Maksudur Rahman' 'Md Jahidul Islam' 'Ripon'
 'Md Saif Ahmed' 'Sohana Sarmin' 'Mainul Islam' 'Polash' 'Kobiul Islam'
 'Stock PRBC' 'Dr. Zakia Sultana' 'Jahirul Islam' 'Alam Hossain'
 'Anower Hossain Khan' 'Dr. Md Hasnat' 'Md Sohel Rana' 'Md Zillar Rahman'
 'Md Moazzam Hossain' 'Dr Selina' 'Nabil' 'Dr. mohiuddin' 'Azmol Huda'
 'Mizanur Rahman' 'Tausif Ahmed' 'Shoaibur Rahman Sarker' 'Jibon'
 'Md. Tanim Hossain' 'Omar Sharif' 'Md. Hanif' 'Jayed Khan' 'Mehedi Hasan'
 'Tareq Hasan Tuhin' 'Riazul Islam' 'Omar Faruk Siyam' 'Md Golam Mostafa'
 'Md Ashaduzzaman' 'S. M. Raduan Hossain' 'Bipu' 'Ahmed Fazle Rabbi'
 'Mamun' 'Obaid Elahi' 'Wasif Zamir' 'Asheq Mahmud' 'Hazi Md.Monir Hasan'
 'Tamanna Azim' 'Md. Jillur Rahman' 'Syed Shams Arefeen'
 'S.M.Naimur Rahman' 'S.M. Mushfiqur Rahman' 'Md. Sultan Alam'
 'Sajib Sheikh' 'Md Jahid' 'Sifat' 'Abdul Khalek' 'Yamin'
 'Md Abdus Salam Sabbir' 'Md Masud Rana' 'MD Atikur Rahman'
 'Tanvir Rahman' 'Mahmudul Hasan' 'Masud' 'Tanvir Hossain' 'Remon'
 'Saiham Kamal' 'Mohammad hasibul wahab' 'Syed Rubayat Ahsan'
 'Md. Al  Amin' 'Arman' 'Jabed Khan' 'Sirajul Islam' 'Md. Nazrul Islam'
 'Md Jarif' 'Tanjin Jahan Antora' 'Wafi Islam' 'Mahidul Amin'
 'Abdullah Mollah' 'ASM Khairuzzaman' 'Rifatuzzaman' 'Shariful Islam'
 'Al-Noor-Rashid']"
10909,RCC/Unit,14275.0,Age :,"['31 Yrs' '31 yrs' '32Yrs' '23 Yrs' '39 Yrs' '33 Yrs' '29 Yrs' '26 Yrs'
 '28 Yrs' '35 Yrs' '25 Yrs' '27 yrs' '00 Yrs' '34 Yrs' '42 Yrs' '38 Yrs'
 '27 Yrs' '30 Yrs' '32 Yrs' '24 Yrs' '40 Yrs' '22 Yrs' '20 Yrs' '48 Yrs'
 '37 Yrs' '36 Yrs' '45 Yrs' '19 Yrs' '46 Yrs' '18 Yrs' '32 Y']"
10909,RCC/Unit,14276.0,Gender :,['Male' 'Female']
10909,RCC/Unit,14277.0,Blood Component :,"['PRBC' 'PRBC(150ml)' 'PRBC (100+100)' 'PRBC (200 ml)' 'PRBC(120ml)'
 'PRBC (170 ml)' 'PRBC(150 Ml)' 'Whole blood' 'PRBC(120 ml)' '180 Ml PRBC'
 'RCC' 'PRBC (160 ML)' 'PRBC(175ml)' 'PRBC (90 ML)' 'PRBC (160 Ml )']"
10909,RCC/Unit,14278.0,Cross Match with donor :,['Compatible' 'Incompatible']
10909,RCC/Unit,14280.0,1. HBsAg,['Negative']
10909,RCC/Unit,14281.0,2. Anti HCV,['Negative']
10909,RCC/Unit,14282.0,3. HIV I & II,['Negative']
10909,RCC/Unit,14283.0,4. Syphilis (VDRL),['Non Reactive' 'Non-Reactive']
10909,RCC/Unit,14284.0,5. Malarial Parasite (ICT),['Negative']
10909,RCC/Unit,14285.0,Unit :,"['1 Unit' '1 Unit (160ml)' '1 Unit (180ml)' '1 Unit (140ml)'
 '1 Unit (130ml)' '01 Unit' '1 Unit  (130 ml)' '1 Unit (170 ml)'
 '1 Unit (160 Ml)' '1 Unit (125ml)' '90 ml' '1 Unit (120 ml)' '100 ml']"
10916,Cytomegalo Virus (CMV) IgM,14334.0,Cytomegalo Virus IgM,['Negative']
10929,Leptospiral ab (ICT),14353.0,Leptospiral ab IgG,['Negative']
10929,Leptospiral ab (ICT),14354.0,Leptospiral ab IgM,['Negative']
10937,Electrolytes Serum,14367.0,Potassium,['3..5']
10941,A/G Ratio (Albumin & Globulin) Serum,14375.0,A/G Ratio,"['1.11:1' '1.06:1' '1.22:1' '1.4:1' '1.5:1' '1.09:1' '1.13:1' '1.16:1'
 '1.26:1' '1.25:1' '1.2:1' '0.91:1' '0.87:1' '1.03:1' '1.36:1' '1.15:1'
 '1.28:1' '0.91 :1' '1.8:1']"
10963,D-Dimer,14403.0,D-Dimer,['> 12800']
10965,Sputum for Gram Stain,14410.0,Gram Positive Cocci,['Few']
10965,Sputum for Gram Stain,14411.0,Gram Negative Bacilli,['Few']
10965,Sputum for Gram Stain,14413.0,Gram stain,"['Few Gram negative bacilli seen.\nBudding yeast with pseudohyphae (++).'
 'Few Gram positive cocci seen.'
 'Moderate number of Gram negative bacilli seen and Gram positive cocci seen.'
 'Moderate number of Gram positive cocci seen.'
 'Few Gram positive cocci and Gram negative bacilli seen.'
 'Few Gram negative bacilli seen.'
 'Moderate number of Gram positive cocci and Gram negative bacilli seen.'
 'Moderate number of Gram negative bacilli seen.'
 'Few Gram negative bacilli seen.\nBudding yeast with pseudohyphae (+++).'
 'Moderate number of Gram positive cocci and few Gram negative bacilli seen.'
 'Budding yeast (+).'
 'Moderate number of Gram negative bacilli and Gram positive cocci seen.'
 'Few Gram negative bacilli seen.\nBudding yeast (+).' 'Budding yeast (+)'
 'Few Gram positive cocci seen.\nBudding yeast with pseudohyphae (+).']"
10966,Sputum for AFB,14414.0,Pus Cell,['(+)' 'Plenty' '(++)' '0-2 /HPF' 'A Few']
10966,Sputum for AFB,14415.0,Budding yeast,['(+)' 'a few' '(++)' 'A few']
10966,Sputum for AFB,14416.0,AFB,"['Not found' 'Positive (2+)' 'Positive (3+)'
 'Specimen contain mostly saliva and is not suitable for microbiological evaluation.\nPlease repeat with appropriate specimen.'
 'Specimen contain mostly saliva and is not suitable for microbiological evaluation.'
 'Specimen contain mostly saliva and is not suitable for microbiological evaluation.\n\nPlease repeat with appropriate specimen.'
 'Positive (+++)']"
10966,Sputum for AFB,14417.0,Epithelial cell,['(+)' 'Plenty' 'Few' '(++)' '8-10 /HPF']
10968,Urethral Discharge for Gram Stain,14453.0,Gram stain,['No Gram negative diplococci seen.']
10976,HVS for Gram Stain,14469.0,Default,['Moderate number of Gram negative bacilli seen.']
